Nom,Prénom,Fonction,Média ou organisation
Le Calvez,Sylvie,Directrice de publication,Magazine Village
Le Coz,Clothilde,,Journalisme et Citoyenneté (Les Assises internationales du journalisme)
Le Dantec Isma,Isma,Journaliste,"Pigiste (trax, socialter, pioche…)"
Le Gall,Sophie Le Gall,Rédactrice en chef,Cash Investigation
Le Galliot,Eponine,Journaliste,Maze
Le Guen,Viviane,Journaliste,France Bleu
Le Moal,Naëlle,Journaliste éditrice,La Nouvelle République
Le Morvan,Murielle,Journaliste,France 3 Bretagne
Le Nigen,Valérie,Journaliste,"France Bleu Breizh Izel, Unmondemeilleur.info"
Le Rest,Maud,Journaliste et autrice,Indépendante
Le Toquin,Ulysse,Apprenti journaliste radio,Radio France
Le Touze,Angélique,Journaliste scientifique,Pigiste
Le Zoom,Radio,Émission radio,Radio Pulsar
Leblond,Justine,Journaliste pigiste à l’étranger,
Lebreton,Fred,Journaliste,Remaides
Lec’hvien,Julien,Journaliste,Chut! (en alternance) et CFPJ
Leca,Christel,journaliste,pigiste environnement
Leclerc,Maxime,Journaliste,France 5 – « C ce soir » & « C Politique »
Leclercq,Benjamin,journaliste,pigiste
Leclercq,Marion,Journaliste réalisatrice,Independante
Leclere,Calvin,Journaliste,
Lecoeuvre,Claire,Journaliste et autrice,"Pigiste pour Le Monde diplomatique, Philéas et Autobule"
Lecointe,Gaetan,Journaliste,TF1
Lecot,Julien,Journaliste,Libération
Leduc,Alban,Étudiant journalisme,ESJ Lille
Lefèvre,Ambre,Journaliste,Ouest-France
Leforestier,Jean-Marie,Rédacteur en chef,Marsactu
Lefrançois,Léo,Journaliste,Radio Parleur
Legrand,Thomas,Journaliste,France Inter et Libération
Legrand,Agathe,Journaliste pigiste,Radio France
Legras,Gaël,Journaliste reporter,28 minutes sur Arte
Leibovici,Pierre,Journaliste,Mediacités
Lemaire,Jade,Journaliste,Transrural initiatives
Lemaire,Roxane,Journaliste,"Micros-rebelles, webradio indépendante du bassin minier"
Lemieux,Raymond,Éditeur et journaliste,Éditions MultiMondes
Lemoine,Thomas,Journaliste,20 Minutes
Lénée-Corrèze,Maud,rédactrice,Le Chasse-Marée
Lenrouilly,Juliette,Rédactrice en chef,NOWU
Léon,Morvan,Journaliste rédacteur,Le Télégramme
Leotard,Corentin,Journaliste,Le Courrier dEurope centrale
Lepage,Yannick,journaliste,Courrier de Portneuf
Lepape,Clément,Journaliste scientifique,Universcience
Leplat,Grace,Journaliste radio,Natif
Lerat,Julie,Journaliste/réalisatrice,Indépendante
Léraud,Inès,journaliste,indépendante
Lerayer,Pierre-Yves,Journaliste,Indépendant
Lerouge,Stéphanie,journaliste,AFP
Lerouge,Isabel,Journaliste rédactrice JRI,France Télévisions
Leroux,Solène,Journaliste,Pigiste
Leroy,Peggy,Realisatrice,France TV
Leroy,Val,Journaliste,Pigiste
Leroyer,Adonis,Étudiant en journalisme,ESJ
Lesaffre,Philippe,journaliste Transition écologique et cofondateur,Le Zéphyr
Lesaffre,Clément,Auteur-producteur de podcasts,Paradiso Media
Lescuyer,Thibault,Journaliste,TSM magazine
Lestavel,Thomas,Journaliste,Pigiste Figaro L’Express
Lesurf,Léa,Journaliste,Circuits Bio
Letard,Sébastien,Responsable d’edition,franceinfo tv
Leturmy,Brieuc,Étudiant,Ecole de Journalisme de Cannes
Leussier,Héloïse,Journaliste,Indépendante
Leveau,Haron,Étudiant,IUT de journalisme de Cannes
Levent,Frédéric,Journaliste,L’écho républicain (groupe Centre France)
Levesque,Catherine,Journaliste-Auteure,Alula
Levray,Nathalie,"Journaliste, rédactrice pigiste",La Gazette des communes
Levresse,Estelle,Journaliste,Correspondante Russie
Levy,Jerome,Journaliste,freelance
Libault De Souza,Neïde Olívia,Rédactrice en chef,https://www.regardinfos.com
Ligny,Sylvie,Directrice de rédaction,Garden_Lab
Liogier,Rémi,Journaliste,Gomet’
Lloyd,Marc,MEDIA,SWILE
Locret-Collet,Martin,Chercheur et reporter,Indépendant
Loison,Vincent,Photo-journaliste,Pigiste
Loizeau,Auriane,Journaliste télé,Correspondante en Espagne : Arte – France 2 – RTS
Loizeau,Catherine,Journaliste redactrice,Bayard Presse
Lombarteix,Inès,Journaliste,Radio B
Longeroche,Margaux,Journaliste,Institut de journalisme de Bordeaux-Aquitaine
Longuet,Valentin,Journaliste,journaliste rédacteur
Lopes,Geoffrey,Journaliste,TF1info
Lopez,Marie-Hélène,journaliste,"ICI, tout va bien -journal numérique-"
Lopez,Marie-Hélène,Rédactrice en chef,"Journal numérique ICI, tout va bien"
Loretan,Joëlle,Journaliste indépendante,Journaliste indépendante
Lorton,Patrice,Directeur de la rédaction,CAPA
Lostys,Xavier,Secretaire de redaction,Bayard service
Louandre,Adrien,(en train de changer),"RCF, pigiste à la Vie."
Louapre,Thomas,Photographe,Pigiste
Loubet,Célia,Journaliste,Le Dauphiné libéré
Louise,Audibert,Journaliste pigiste,SoPress
Loumé,Lise,Rédactrice en chef adjointe,Sciences et Avenir
Lubrano,Jeff,Producteur animateur,"Bien Mieux, RCF Normandie"
Ludosky,Priscillia,Activiste et Cofondatrice de LLC,La Ligue Citoyenne
Luneau,Sylvie,Journaliste environnement,La Gazette des communes (groupe Infopro digital)
Luneau,Gilles,Rédacteur en chef,GLOBALmagazine
Luneau,Aurélie,Journaliste,Radio France / France Culture
Macdonald,Alastair,Rédacteur en chef,WoW! News
Machu,Gilles,Rédacteur en chef,France 3 Occitanie
Madesta,Tal,Journaliste spécialisé sur les enjeux féministes et LGBTI,Indépendant
Magat,Yves,Journaliste indépendant,Subjectif Productions – Genève
Magdelaine-Bouche,Fanny,journaliste pigiste,La Croix
Magliano,Aude,Web,ARBRES Pour Changer la Loi et mieux les protéger
Maguin,Yves,Podcasteur et animateur radio,Génération Éco & Radio G!
Maillard,Ugo,Journaliste,Actu.fr
Maire,Anne-Laure,Journaliste rédactrice pigiste,Divers
Malandain,Hélène,Employée de commerce,Radio France inter
Malin,Isabelle,journaliste,France Télévisions
Mallet,Ooo,Directrice,Radio Nova
Mandil,François,"Chroniqueur, membre du Conseil éditorial",RCF
Mangado,Sophie,Journaliste indépendante,Indépendante
Mangin,Claude,infographiste (ouvrier d’images),France tv (France3 Grand Est-Nancy)
Mangon,Angélique,Journaliste indépendante,"La tribu du vivant, La Maison écologique, Village Magazine"
Manier,Bénédicte,Journaliste et autrice,"AFP, Alternatives économiques"
Mansuy,Anthony,Journaliste,Society
Mantelet,Juliette,Journaliste indépendante,Nous Fomo
Mapenzi,Abdallah Patrick,Journaliste reporter,http://www.laprunelleverte.com et http://www.laprunellerdc.info
Maradan,Isabelle,Journaliste,Pigiste
Marbot,Natacha,Journaliste,lepetitjournal.com
Marc,Nicolas,Editeur,La Scène
Marchand,Sophie,Rédactrice en chef,Radio nova
Marchetti,Marina,Présidente,TVDICI
Marfella,Mélany,"Responsable éditorial, journaliste",Indépendant
Marin,Matthieu,Journaliste,Ouest-France
Marius,Rivière,Journaliste Indépendant,Collectif Presse Papiers
Marquis,Claire,Photographe,Vivant le média
Martin,Rebecca,Cheffe d’édition,France 24
Martin,Julia,Journaliste présentatrice,France Télévisions
Martin-Brodzicki,Lucas,Journaliste pigiste,"Rue89Lyon, La ZEP, l’Humanité"
Martineau,Jean-Christophe,Journaliste,NOTRE TEMPS
Martinez,Jessica,Journaliste,Culot (média en ligne Culot Creative)
Martinez,Angélique,Journaliste,France 3 Nouvelle Aquitaine
Marty,Emmanuel,Maitre de conférences,Ecole de Journalisme de Grenoble – Univ. Grenoble Alpes
Massieu,Sophie,Journaliste,Pigiste
Masson,Delphine,Journaliste,Indépendante
Mathé,Gaspard,journaliste,La Nouvelle République
Mathieu,Benjamin,journaliste,Radio France
Mathieu,Thierry,Président fondateur agence » e-crossmedia «,e-crossmedia
Mathorel,Sandra,Journaliste rédactrice,Investir Les Échos
Matteucci,Luca,Étudiant,EDJ Sciences Po
Matty,Marius,"Journaliste, vice-président de Combat Le Média",Combat Le Média
Mauclaire,Quentin,Journaliste,Freelance
Mauhourat,Maxime,Etudiant à l’Ecole du Journalisme de Nice,EDJ Nice
Maurer,Matthieu,Journaliste,l’ADN
Maurin,Agnes,Directrice,Club presse Occitanie
Mayer,Sylvie,"responsable environnement puis Economie sociale et solidaire du PCF, membre des JNE","Commission nationale <ESS/PCF Cause commune, l’ Humanité, l’HD…"
Mayer,Nathalie,Journaliste,Histoire(s) de savoir(s)
Mayer,Marion,Journaliste,Pigiste
Mayo,Carine,Journaliste,Journalistes-écrivains pour la nature et l’écologie (JNE)
Mayo,Marielle,JOURNALISE SCIENTIFIQUE,"PIGES POUR LES CAHIERS DE SCIENCE & VIE, SCIENCE & VIE, GÉOMÈTRE…"
Mazerolle,Jean-Michel,grand reporter,france télévisions
Méda,Dominique,Professeure d’Université,Université Paris Dauphine
Meeschaert,Pascale,Rédactrice en chef,"L’eau, l’industrie, les nuisances"
Meignan,Géraldine,Journaliste,Journaliste indépendante
Meletti,Rosangela,Publisher,Standall Magazine
Mellier,Anne,Journaliste,pigiste
Menand,Elise,Journaliste,France 2
Ménard,Léa,Journaliste,Libération
Mendieta,Santiago,directeur de la publication,"Revue Gibraltar, Un Pont entre deux Mondes"
Mennesson,Eve,Journaliste rédactrice/podcasteuse,Pigiste
Menvielle,Virginie,journaliste,indépendante
Mercier,Marion,Journaliste,Franceinfo TV
Mercier,Thomas,Journaliste,Pigiste
Mercier,Lara,Journaliste,Astrapi
Mérel,Eulalie,Etudiante,Ecole de journalisme de Cannes
Meresse,François,Responsable,blonde.media
Merle,Barbara,Journaliste,Var Matin / Consultor.fr
Mermilliod,Séverine,Journaliste,Indépendante
Meslet,Emilio,Journaliste au service Planète,L’Humanité
Mestre,Damien,Journaliste reporter,Radio France / Socialter
Métairie,Lucas,etudiant et pigiste,EJC et Nice Matin
Meunier,Esther,Journaliste,NOWU
Meyer,Charlotte,Rédactrice en chef,Combat Le Média
Miallier,Amandine,Journaliste,Indépendante
Michal,Mathieu,Président,Portemire
Miguet,Laurent,Chef de service Transition écologique et collectivités locales,Le Moniteur des TP et du Bâtiment
Mikoczy,Alban,Correspondant à Rome,France Televisions
Milhet,Jc,Photojournaliste,Hans Lucas
Miller,Marine,Journaliste,Le Monde
Mingam,Béatrice,Journaliste,Pigiste
Mingué,Lionel,Journaliste en santé et environnement,CRTV chaîne de radiodiffusion nationale du Cameroun
Mitanne,Inès,Etudiant en journalisme,EJDG
Mitoyen,Juliette,Journaliste,Ebra Presse
Mittet-Magnan,Corentin,Étudiant en journalisme,ESJ Lille
Moisan,Dorothée,Journaliste,Freelance
Mollé,Nicolas,Rédacteur en chef,La Lettre du Spectacle
Mondi,Alisation,Fondateur,Mr Mondialisation
Mondon Samit,Laurence,Journaliste,La Nouvelle République du Centre Ouest
Mongibeaux,Charlotte,journaliste,
Monin,Lisa,Journaliste-réalisatrice,Babel Doc
Monnet,Catherine,Rédactrice en chef,Reporters sans frontières (RSF)
Monnier,Emmanuel,"Journaliste, président de l’agence de presse Les Chemineurs",Les Chemineurs
Monod,Olivier,Journaliste,Liberation
Montcel,Ségolène,Journaliste indépendante,"Nous Fomo, My Little Paris, mūsae"
Montégut,Olivier,Rédacteur en chef adjoint,AirZen Radio
Monteil,Florence,CHEF DE SERVICE CULTURE,NOTRE TEMPS
Montelon,Mathis,"Journaliste, chroniqueur radio, correspondant local","Radio Campus Montpellier, Midi Libre, Youth For Climate"
Monteux,Agnes,Cheffe adjointe service société rédaction FTV,France Télévisions
Montfort,Clement,Realisateur,42 Production – NEXT
Montibus – O’sullivan,Lucie,Journaliste Radio,RCF Limousin
Morand,Isabelle,Directrice de la Rédaction,Hortus Focus
Morel,Vincent,Journaliste,Indépendant
Morel,Pierre,Photojournaliste,Pigiste
Morel,Agnes,Journaliste,Pigiste
Morgana,Marion,Rédactrice,Dauphiné Libéré
Morghadi,Amélia,Journaliste/rédactrice,Pigiste
Morin,Jérôme,Journaliste,Le Progrès
Moritz,Paloma,"Journaliste, responsable du pôle écologie",Blast
Mortelette,Alexis,Secrétaire général,SNME CFDT – Syndicat national des médias et del’écrit
Mortelmans,Marc,Créateur des podcasts Baleine sous Gravillon,Baleine sous Gravillon
Morvan-Smith,Soraya,Journaliste,France 24
Mouillard,Philippe,Directeur de la Publication,Bio à la une.com
Moullot,Pauline,Journaliste agriculture,Libération
Mouttet,Jean-Baptiste,Journaliste (directeur de publication),Mediavivant
Mouvet,Julie,Journaliste,Compose
Mouvet,Julie,Rédactrice en chef,kingkong
Moylen,Valentin,Journaliste,franceinfo
Mugnier,Marine,Journaliste,Collectif Antidotes
Mugnier,Romane,Journaliste,L’ADN
Munoz,Alicia,Journaliste,Mediabask
Muratet,Christine,Journaliste RFI,Red chef adjoint coordination environnement Rfi
Musabyimana,Jean Baptiste,Journaliste,Association des Journalistes Agricoles du Congo
Muscat,Bruno,Chef de rubrique,Astrapi
Musset,Laurie,Journaliste,Pigiste
Mwenyemali,Germain,Directeur,Radio Communautaire de Masisi
Nabat,Agnes,Journaliste reporter,"Free-lance pour Arte, France 5, France 3"
Nabédian,Chloé,Journaliste spécialisée météo/climat,France 2
Nantel,Mélina,Journaliste indépendante,Association des journalistes indépendants du Québec
Narpon,Maël,Journaliste,lepetitjournal.com
Natalizi,Audrey,"Journaliste, adjointe au chef du service des correspondants régionaux de France télévisions",France télévisions
Naulin,Sidonie,Enseignante-chercheuse,École de journalisme de Grenoble
Naulin,David,Journaliste en Formation CFPJ,Cdurable.info
Navaro,Ilana,réalisatrice,freelance
Neboit,Zoé,Journaliste,Politis
Nenkov Le Junter,Caroline,Grand Reporter/ Présentatrice météo climat,France Télévisions
Nepipvoda,Théo,Journaliste,Carenews
Nicol,Julie,planneuse stratégique,l’adn
Nicolas,Bernard,Réalisateur,Indépendant
Nicolazo,Marion,Rédactrice web et illustratrice,Marion Nicolazo
Nicot,Marie,Journaliste,pigiste spécialiste de l’agroalimentaire
Niederer,Jacques,Ecrivain scientifique,https://www.jacquesniederer.fr
Nippert,Aline,Journaliste,Pigiste
Noël,Rachel,Journaliste,"France Bleu, Radio France"
Noiret,Ange,"Météorologue, présentateur météo",TF1-LCI
Nolibé,Martin,Journaliste,Pigiste
Nouaillas,Olivier,Journaliste et auteur de livres sur le changement climatique,JNE
Noualhat,Laure,Journaliste – réalisatrice,"Reporterre, collectif Argos, …."
Nouel,Juliette,Journaliste,Indépendante
Nouguier,Clément,Réalisateur,France Inter
Novel,Anne-Sophie,Journaliste,Freelance
Novethic,Nan,,Novethic
Nowak,Camille,Journaliste,France 3
Noyé,Jean-Claude,Journaliste,"journaliste indépendant, membre des JNE"
Nvita,Félix,Présentateur des émissions,Radio télévision hosanna
Oliveira,Andrea,étudiant journaliste,IUT Lannion
Olivier,Nathalie,"Journaliste, responsable de production de séries vidéo",Le Parisien
Ott,Jean-François,Reporter en charge de l’environnement,Dernières Nouvelles d’Alsace
Ouadia,Dahvia,Rédactrice en chef,L’Etudiant
Ouezman,Stéphanie,Rédactrice en chef,Groupe 2Empower // Média : AuFutur
Outteryck,Clémence,Journaliste,Le Progrès
Ozorai,Aniko,Journaliste,No Télé média de proximité de Wallonie picarde
Pages,Rémi-Kenzo,Journaliste,Le Média
Palmier,Lola,Journaliste,Pigiste
Paquiry,Nithya,Journaliste,Le Soir
Parmentier,Audrey,journaliste,indépendante
Parody,Emmanuel,Secrétaire général du Geste,Geste.fr
Parrot,Clément,Journaliste rédacteur,franceinfo.fr
Parseghian,Marie-Belle,Journaliste Radio,Airzen Radio
Partageot,Hélène,Adhérente,Demain en mains
Pasanau,Jérôme,Journaliste reporter présentateur,AirZen Radio
Pasquier,Louis,Journaliste,Indépendant
Pasquier-Delange,Bernadette,Responsable Multimédia au Master journalisme de Gennevilliers,CY Cergy paris Université
Passard,Fabien,Journaliste pigiste,
Passelac,Anouk,journaliste,pigiste
Pastol,Erwan,Journaliste,Journaliste indépendant. Je collabore notamment à Pour l’éco.
Patriarca,Eliane,Journaliste reporter,freelance
Patton,Loïs,Etudiant en journalisme,ATM – Jonquière
Pauchenne,Arnaud,Journaliste,Indépendant
Pavlik,Sonia,"Journaliste, conseillère éditoriale",Indépendante
Payen,Pauline,Rédactrice,Magazines Youpidoc et Images Doc – Bayard Presse
Péan,Valérie,Rédactrice en chef,"Revue Sesame, éditée par la Mission-Agrobiosciences-Inrae"
Pecquerie,Marie,Journaliste pigiste,–
Pédezert,Emmanuelle,"Ex-Cheffe d’agence Sud Ouest, fondatrice de la Maison écocitoyenne des Landes",
Pedrola,Lucie,Journaliste,RSEdatanews
Peiffer,Florent,DG,Urbania France
Peillon,Milena,Journaliste – Productrice,Galaxie Presse
Peillon,Antoine,Antoine,Longs formats
Pelé,Caroline,"Journaliste Plantes & Santé Magazine, Journalistes-Écrivains Pour La Nature Et L’écologie (Jne)","Plantes & Santé Magazine, Réseau Journalistes-Écrivains Pour La Nature Et L’écologie (Jne)"
Pelisson,René,Editeur et rédacteur en chef,Revue Bimestrielle PLURIEL NATURE
Pellerin-Carlin,Thomas,Directeur du Centre Energie,Institut Jacques Delors
Pellieux,Manon,Journaliste,L’Etudiant
Pena,Christine,Journaliste météo,FranceInfo
Pène-Lassus,Maïlys,Journaliste,Nikkei
Péneau,Caroline,Journaliste environnement,Ca m’intéresse
Penot,Marine,Journaliste,BFMTV
Penouty,Aude,Experte mode durable et créatrice de contenu,Entada Textile
Perrin,Benjamin,Auteur d’une newsletter indépendante,Plumes With Attitude
Perrin,Annabelle,Rédac chef,La Disparition
Perrin,Catherine,rédactrice en chef adjointe,Terre sauvage
Perrin-Reymond,Basile,journaliste web,Ça m’intéresse
Peter,Cyril,Journaliste,Le Moniteur
Petit,Emilie,Journaliste vidéo spécialisée écologie et climat,20 Minutes
Petit,Laurène,Journaliste indépendante,Le Fooding
Petit,Cédric,journaliste,le soir
Petit-Felix,Isabelle,Chargée édition numérique,France 3
Pétoin,Florent,Journaliste/délégué syndical SNJ,Le Populaire du centre
Pettenuzzo,Patrick-Pierre,Editeur,Project Media Gastronomie
Peyronel,Daniel,Journaliste freelance en devenir,Indépendant
Pfann,Pascale,Journaliste Fondatrice,Fact Mundi
Pialot,Dominique,journaliste,Free-lance
Pialot,Julie,Community manager,Okapi magazine et Phosphore magazine (Bayard Jeunesse)
Piard,Sophie,Journaliste Grande Reporter,France TV Rédaction nationale
Piard,Sophie,Grand Reporter,France Télévisions / France 2 et France 3
Pic,Juliette,pigiste tourisme durable,Tourmag
Pichard,Guy,Journaliste,Indépendant
Pichot,Julie,Journaliste réalisatrice,Indépendante
Picot,Léopold,Journaliste correspondant au Canada,
Pié,Jean-Philippe,Journaliste,GreenUnivers
Piel,Antoine,Journaliste,Planet Labor
Pierron,Maud,rédactrice en chef adjointe,Notre Temps
Pigaglio,Rémy,Journaliste,La Croix
Pioger,Tiphaine,Journaliste et auteure,Freelance
Piot,Clément,Journaliste,L’Est éclair
Pioth,Rosie,Journaliste Indépendante,France 24
Piquera,Adrien,Indépendant,Nature Peinture
Piquet,Nicolas,Étudiant,ESJ Lille
Piquet,Charles,Journaliste,Nord Littoral
Piraud-Rouet,Catherine,Journaliste indépendante,Free-lance
Pitelet,Céline,Journaliste présentatrice,BFMTV
Pitrel,François,Journaliste,BFMTV
Planète Bleu Le Mag,France Bleu,Emission,FRANCE BLEU
Plastre,Fabien,Chargé de la diffusion,L’âge de faire
Playoust Braure,Axelle,Journaliste scientifique,Pigiste
Plenard,Frederic,Réalisateur,Association lgsl
Poirier,Anne-Claire,journaliste-pigiste,"Contexte, Vert, Le Canard Enchaîné, Libération, Pour l’Eco,…"
Poirot,Serge,journaliste,ouest france
Pommier,Quentin,Journaliste,Renée Prod.
Poncet,Guerric,Journaliste,Le Point
Pontoizeau,Elise,Journaliste,Indépendant
Popper,Lou-Eve,Journaliste pigiste,"Reporterre, Alternatives Economiques, Le Monde Diplomatique, We Demain, etc."
Postollec,Julie,Journaliste,France Télévisions
Pougbila,Frank,Directeur de publication,Info Nature
Poughon,Raphael,Responsable innovation et coordination RSE,groupe Centre France
Pouillot Ferrand,Emilie,Autrice,Coodyssée Ma Polloche
Pouliquen,Fabrice,Journaliste,20 Minutes
Poumier,Vincent,Secrétaire de rédaction,La Croix L’Hebdo
Poupard,Emmanuel,Président,SNJ
Pouppez,Delphine,Journaliste et chercheuse anthropologue,"Wilfried (revue et coopérative), UCLouvain"
Poustis,Jean,Journaliste Pigiste,France 3 Régions
Pouverreau,Sandrine,Chefcde rubrique culture,Okapi
Prabonnaud,Frédérique,Journaliste Santé,France TV
Pradalié,Dominique,Journaliste,
Prados,Justine,Journaliste,Vert
Prati,Léa,Datajournaliste,franceinfo.fr
Pravaz,Clément,Journaliste,
Prevost,Marie-Aline,Journaliste indépendante,Presse jardin – adhérente à l’association des Journalistes du jardin et de l’horticulture (AJJH)
Prévost,Cécile,Secrétaire de rédaction,La Croix
Prinvil,Smith,rédacteur,Haiti progrès
Prochasson,David,Journaliste,Indépendant
Profession : Pigiste,Nan,,
Prompt,Edwige,Journaliste,Pigiste
Prospero,Benoit,PRÉSENTATEUR,France Bleu
Proust,Claudine,Journaliste,Pigiste
Provost,Lauren,Directrice adjointe de rédaction,Libération
Prudhomme,Coriandre,Ecologue,Pfm radio
Prusak,Lucie,Rédactrice en chef,AEF info
Prusker – Deneuville,Estelle,Enseignant – chercheur,Audencia
Przychodny,Sophie,Réalisatrice,Nouvelle Vague Productions
Puchot,Pierre,Redacteur en chef,Reporters sans frontières
Quartier,Thibault,Rédacteur en chef,Le Trois (www.letrois.info)
Quef,Juliette,Journaliste et directrice de publication,Vert
Queïnnec,Mélisande,Journaliste,France 3
Quenard,Nicolas,Journaliste,NOWU
Quentin,Olivier,Journaliste,France 3 Pays de la Loire
Quentin,Philippine,Étudiante en journalisme,Institut Français de Presse (IFP Paris Panthéon-Assas)
Quilleret,Célia,Journaliste spécialisée Environnement climat énergies biodivesité,Rédaction de France Inter
Quillet,Stenka,Journaliste réalisatrice,Indépendante
Quinio,Nicolas,animateur,http://www.lekiosque.bzh
Quintin,Eric,"Redacteur en chef, producteur",Galaxie Presse
Rabeau,Clémence,Journaliste,France TV
Rabut,Stéphane,Journaliste,Freelance
Racine,Audrey,Présentatrice,France 24
Raclot,Baptiste,Journaliste alternant,ESJ / Charente Libre
Racque,Élise,Journaliste,Télérama
Radenac,Julie,Journaliste,France 3
Radenne,Victoire,Journaliste,Agence CAPA
Radisson,Laurent,Rédacteur en chef délégué aux marchés HSE,ACTU-ENVIRONNEMENT
Raffin,Oriane,Journaliste,Pigiste
Ragot,Mathilde,Journaliste,GEO.fr
Raimbeau,Tess,Iconographe,Libération
Ramarosaona,James,Journaliste,Independant
Ramiaramanana,Tafika,Chief of Staff,Orchid Création
Ramos,Philppe,Gérant,TV4PLANET
Ramos,Philippe,Gérant,TV4PLANET
Randrianarisoa,Fabien,Chef du service audio,BFMTV
Raphel,Juliette,Ingénieure agronome,Elzeard
Rasplus,Julie,rédactrice en chef,franceinfo.fr
Rassat,Emmanuel,Chef opérateur de prise de son,France TV
Raybaud,Agathe,Journaliste,Le Brigadier
Raynaud,Olivier,Dessinateur d’actualité,OLIVIER RAYNAUD
Rebeyrotte,Véronique,Grand Reporter,France-culture
Rebouh,Sarah,Journaliste web,France 3 Franche-Comté
Regis,Mathilde,Journaliste indépendante,Pigiste
Regnier,Xavier,Journaliste,20 Minutes
Reinert,Magali,Journaliste,"Pigiste pour Reporterre, 60 M de conso…"
Reinhardt,François,Auteur réalisateur,Indépendant
Reix,Justine,Journaliste,VICE France
Réméné,Nicolas,Photojournaliste,Le Pictorium
Renard,Jean-Denis,Journaliste,Sud Ouest
Renard,Benoît,Réalisateur de documentaires,Multiples
Renaut,Corentin,Pigiste freelance,Décisions Durables
René–ogier,Valentin,Journaliste,Indépendant / HOP
Rengard,Louis,Journaliste,Indépendant
Renou-Nativel,Corinne,Journaliste,"La Croix, Santé & Travail"
Reux,Julie,"Journaliste, fondatrice de Vinofutur",Vinofutur
Rexach,Jose,Journaliste indépendant pour Humeco / CM-Reporter pour Blast,Organisation
Rey-Sahin,Sevin,Journaliste,Indépendante
Richard,Jeanne,Journaliste,RFI
Richard,Raphael,Rédacteur en chef,Le journal du Grand Paris
Richard,Aude,Journaliste pigiste,"La Maison écologique, Reporterre"
Richard,Chloé,Journaliste,Pigiste
Richard,Laurent,Directeur de publication,Forbidden Stories
Richard,David,Photojournaliste (pigiste),Libération – Reporterre
Richard-Thomson,Julien,"Réalisateur, auteur, journaliste",Jaguarundi Editions
Ricottier,Simon,Journaliste,France TV
Ridon,Xavier,Journaliste,La Clé des Ondes
Rifon,Benjamin,Réalisateur et journaliste,Kimia studios
Rigaux,Marianne,Responsable pédagogique,Samsa.fr
Rijmenams,Leslie,Journaliste,NGroup
Rio,Titouan,Étudiant,Sciences-Po Lille
Rio,Isabelle,Journaliste Rédactrice,France TV France 3
Ripert,Nathan,Journaliste,RCF Nancy
Rito,Alexandre,Photographe et Activiste pour une justice climatique,Alternatiba75
Robaglia,Mélanie,Journaliste,Terre de Vins
Robert,Benjamin,Journaliste,Pigiste
Robert,Mathieu,Journaliste réalisateur,Cash Investigation – Premières Lignes TV
Robert,Hugo,Journaliste,Les Échos
Robert-Motta,Clara,Journaliste,Indépendante
Robin,Marie-Monique,Journaliste,Indépendante
Rochard,Sébastien,Journaliste/Coordinateur Report’Cité,Report’Cité
Roche,Mathilde,", Journaliste",", Libération"
Rocher,Claire,Rédactrice en chef,Courrier Mission et Migrations (Conférence des évêques de France)
Rochon,Catherine,Rédactrice en chef,Terrafemina
Rodier,Simon,Journaliste,Tv5monde
Rodier,Benjamin Satyavir,Président,Courant Constructif
Roehrig,Yvonne,journaliste,France TV
Roels,Joan,"Fondateur, producteur et réalisateur",We Tell Stories
Roge,Solene,Rédactrice en chef,Les Others
Roland,Sophie,Journaliste-formatrice,Indépendante
Romano,Lucie,Journaliste spécialisée urbanisme,Divers
Roozenbeek,Yvette,Fondateur,Weetulip
Ropert,Pierre,Journaliste,France Culture
Rosenfeld,Alexis,Photojournaliste,
Rosselin,Jacques,Directeur,EFJ (École du nouveau journalisme)
Rossetti,Mélanie,Fondatrice,Les Sherlocks du Voyage
Roudaut,Maëlle,Journaliste,HuffPost
Roudier-Valaud,Cindy,Journaliste,La République du Centre
Rouliès,Florian,Journaliste,France Télévisions
Rousseaux,Agnès,Directrice,Politis
Roussel,Léo,Journaliste indépendant,Pigiste
Roussel,Florence,Rédactrice en chef d’Actu-Environnement,Actu-Environnement
Roussel,Claire,Journaliste,"Freelance, Couture Apparente Podcast"
Rousval,Loic,JOURNALISTE PRÉSENTATEUR MÉTÉO,CNEWS ET FRANCE 3
Rouvier,Laure-Meriem,Journaliste,Le Crestois et pigiste
Roux,Valentin,Étudiant journaliste,École de journalisme de Cannes
Rouzaud,Mathieu,Indépendant,Média ou organisation
Roy,Anne,journaliste,AEF info
Roy,Marie,Journaliste,Indépendante
Ruaud,Hugo,Journaliste,Indépendant
Ruben,Simon,Responsable du CFPJ,CFPJ (Centre de formation et de perfectionnement des journalistes)
Ruiz,Joël,Journaliste / Littoral 11 et 66,L’Indépendant du Midi
Ruiz,Paloma,Documentariste et journaliste,Indépendante
Ruiz,Olivier,Responsable de l’information,Mairie de Nanterre
Sabari Poizat,Celine,Autrice curator,NONFICTION
Sabeur,Siham,Journaliste,France Télévisions
Saccani,Nina,Journaliste spécialisée dans l’environnement,Freelance
Saccaro,Laurent,REDACTEUR EN CHEF – SANS EMPLOI,AUCUN
Sadrax,Ulysse,PDG du media en ligne « Centre à la UNE » Haïti.,Media en ligne « Centre à la UNE » Haïti.
Sagnes,Patrick,Photographe indépendant,Pigiste
Saint-Sernin,Yann,Journaliste,Sud Ouest
